tegund,argerd,aflgjafi,akstur,skipting,verd,aldur
VW GOLF TSI BLUEMOTION,2015-05-01,Bensín,84000,Sjálfskipting,1950000,4.16986301369863
VW PASSAT METAN,2013-02-01,Bensín/Metan,88000,Sjálfskipting,1950000,6.413698630136986
TOYOTA PROACE,2014-06-01,Dísel,79000,Sjálfskipting,1960000,5.0849315068493155
INFINITI QX56 56,2005-05-01,Bensín/Metan,247000,Sjálfskipting,1970000,14.175342465753424
VW PASSAT,2012-02-01,Bensín/Metan,83000,Beinskipting,1970000,7.416438356164384
CADILLAC ELDORADO,1998-01-01,Bensín,104000,Sjálfskipting,1980000,21.50958904109589
CHEVROLET AVALANCHE 1500,2007-07-01,Bensín,172000,Sjálfskipting,1980000,12.008219178082191
CHEVROLET CAPTIVA LT,2013-09-01,Dísel,191000,Sjálfskipting,1980000,5.832876712328767
DACIA DUSTER,2017-06-01,Bensín,98000,Beinskipting,1980000,2.0821917808219177
DACIA DUSTER,2017-04-01,Bensín,98000,Beinskipting,1980000,2.249315068493151
FORD FOCUS,2017-03-01,Bensín,39000,Beinskipting,1980000,2.334246575342466
FORD FOCUS,2017-05-01,Bensín,85000,Sjálfskipting,1980000,2.1671232876712327
FORD FOCUS,2017-05-01,Bensín,86000,Sjálfskipting,1980000,2.1671232876712327
FORD MONDEO TREND WAGON,2011-05-01,Dísel,84000,Beinskipting,1980000,8.172602739726027
FORD TRANSIT 300M,2008-04-01,Dísel,219000,Beinskipting,1980000,11.254794520547945
HUMMER H2,2004-06-01,Bensín,216000,Sjálfskipting,1980000,15.09041095890411
HYUNDAI I20 CLASSIC,2017-08-01,Bensín,24000,Beinskipting,1980000,1.915068493150685
HYUNDAI I20 PREMIUM,2016-12-01,Bensín,38000,Beinskipting,1980000,2.580821917808219
HYUNDAI IX35,2014-06-01,Dísel,134000,Sjálfskipting,1980000,5.0849315068493155
HYUNDAI IX35,2011-06-01,Bensín,175000,Sjálfskipting,1980000,8.087671232876712
INFINITI QX56,2005-05-01,Bensín/Metan,228000,Sjálfskipting,1980000,14.175342465753424
KIA CEED EX STW,2015-05-01,Dísel,75000,Sjálfskipting,1980000,4.16986301369863
KIA CEED EX,2014-04-01,Dísel,42000,Beinskipting,1980000,5.252054794520548
KIA CEED LX,2013-06-01,Dísel,68000,Beinskipting,1980000,6.0849315068493155
LAND ROVER RANGE ROVER SPORT HSE,2006-01-01,Bensín,160000,Sjálfskipting,1980000,13.504109589041096
LEXUS GX 470 LUX 7-MANNA,2005-01-01,Bensín,239000,Sjálfskipting,1980000,14.504109589041096
MERCEDES-BENZ SPRINTER 313 CDI,2005-09-01,Dísel,196000,Beinskipting,1980000,13.838356164383562
MAZDA CX-9 AWD,2009-03-01,Bensín,156000,Sjálfskipting,1980000,10.33972602739726
MERCEDES-BENZ B 180 CDI,2012-06-01,Dísel,83000,Sjálfskipting,1980000,7.0849315068493155
MERCEDES-BENZ ML 320 CDI,2006-09-01,Dísel,171000,Sjálfskipting,1980000,12.838356164383562
MITSUBISHI OUTLANDER,2016-02-01,Bensín,146000,Sjálfskipting,1980000,3.4136986301369863
NISSAN QASHQAI ACENTA,2016-06-01,Dísel,121000,Beinskipting,1980000,3.0821917808219177
NISSAN PATROL GR,2009-07-01,Dísel,388000,Sjálfskipting,1980000,10.005479452054795
NISSAN PULSAR TEKNA,2015-06-01,Dísel,64000,Beinskipting,1980000,4.0849315068493155
NISSAN NOTE,2015-11-01,Bensín,39000,Sjálfskipting,1980000,3.665753424657534
OPEL VIVARO L2H2 HÁÞEKJA,2014-03-01,Dísel,73000,Beinskipting,1980000,5.336986301369863
PEUGEOT 3008,2014-03-01,Dísel,55000,Sjálfskipting,1980000,5.336986301369863
RENAULT MASTER,2011-02-01,Dísel,242000,Beinskipting,1980000,8.416438356164383
RENAULT CLIO ZEN,2018-06-01,Dísel,20000,Sjálfskipting,1980000,1.082191780821918
SKODA OCTAVIA COMBI,2013-04-01,Dísel,71000,Sjálfskipting,1980000,6.252054794520548
SUBARU LEGACY,2011-05-01,Bensín,81000,Sjálfskipting,1980000,8.172602739726027
SUZUKI VITARA,2016-02-01,Bensín,97000,Beinskipting,1980000,3.4136986301369863
SUZUKI GRAND VITARA,2012-06-01,Bensín,84000,Beinskipting,1980000,7.0849315068493155
SUZUKI GRAND VITARA,2012-07-01,Bensín,114000,Beinskipting,1980000,7.002739726027397
TOYOTA LAND CRUISER 120,2005-01-01,Dísel,294000,Sjálfskipting,1980000,14.504109589041096
TOYOTA LAND CRUISER 120,2006-08-01,Dísel,280000,Sjálfskipting,1980000,12.923287671232877
TOYOTA AURIS STATION,2015-06-01,Dísel,67000,Beinskipting,1980000,4.0849315068493155
TOYOTA LAND CRUISER 120 GX,2005-04-01,Bensín,171000,Sjálfskipting,1980000,14.257534246575343
TOYOTA PRIUS PLUG-IN HYBRID,2012-08-01,Bensín/Rafmagn,103000,Sjálfskipting,1980000,6.917808219178082
TOYOTA PRIUS HYBRID,2013-07-01,Bensín/Rafmagn,56000,Sjálfskipting,1980000,6.002739726027397
TOYOTA AVENSIS SOL WAGON,2013-05-01,Bensín,125000,Sjálfskipting,1980000,6.16986301369863
TOYOTA AURIS,2017-05-01,Bensín,60000,Beinskipting,1980000,2.1671232876712327
TOYOTA YARIS ACTIVE 3,2016-04-01,Bensín,43000,Sjálfskipting,1980000,3.249315068493151
TOYOTA LAND CRUISER 120 GX,2005-06-01,Dísel,322000,Sjálfskipting,1980000,14.09041095890411
VOLVO XC90,2006-09-01,Dísel,198000,Sjálfskipting,1980000,12.838356164383562
VW CADDY TDI KASTEN,2017-07-01,Dísel,21000,Beinskipting,1980000,2
VW CADDY TDI KASTEN,2017-07-01,Dísel,18000,Beinskipting,1980000,2
VW SCIROCCO,2011-10-01,Bensín,160000,Beinskipting,1980000,7.7534246575342465
VW CRAFTER KASSABÍLL,2012-02-01,Dísel,177000,Beinskipting,1980000,7.416438356164384
VW GOLF WAGON TGI METAN,2015-10-01,Bensín/Metan,85000,Sjálfskipting,1980000,3.750684931506849
VW SCIROCCO SPORT,2011-10-01,Bensín,160000,Beinskipting,1980000,7.7534246575342465
VW CRAFTER,2013-01-01,Dísel,197000,Beinskipting,1980000,6.498630136986302
DACIA DUSTER,2016-11-01,Dísel,76000,Beinskipting,1989000,2.663013698630137
TOYOTA YARIS,2018-05-01,Bensín,9000,Beinskipting,1989000,1.167123287671233
AUDI Q7 3.0TDI S-LINE,2008-02-01,Dísel,237000,Sjálfskipting,1990000,11.419178082191781
AUDI A6 QUATTRO PREMIUM,2009-08-01,Dísel,216000,Sjálfskipting,1990000,9.92054794520548
AUDI Q7 QUATTRO,2007-10-01,Bensín,229000,Sjálfskipting,1990000,11.756164383561643
AUDI A3 SPORTBACK TDI S-TRONIC,2012-12-01,Dísel,56000,Sjálfskipting,1990000,6.583561643835616
AUDI A6 AVANT TDI,2010-04-01,Dísel,119000,Beinskipting,1990000,9.254794520547945
AUDI Q7 QUATTRO,2006-01-01,Bensín,206000,Sjálfskipting,1990000,13.504109589041096
AUDI Q7 QUATTRO,2006-06-01,Bensín,180000,Sjálfskipting,1990000,13.09041095890411
AUDI Q7 QUATTRO,2007-01-01,Bensín,183000,Sjálfskipting,1990000,12.504109589041096
AUDI A8 4-WD,2005-04-01,Dísel,239000,Sjálfskipting,1990000,14.257534246575343
BMW 3 316D,2012-12-01,Dísel,146000,Beinskipting,1990000,6.583561643835616
BMW 318D,2011-06-01,Dísel,70000,Sjálfskipting,1990000,8.087671232876712
BMW 525XI,2008-05-01,Bensín,93000,Sjálfskipting,1990000,11.172602739726027
BMW 3 318,2010-06-01,Dísel,101000,Sjálfskipting,1990000,9.087671232876712
BMW X5 3.0SI,2007-10-01,Bensín,185000,Sjálfskipting,1990000,11.756164383561643
BMW X5 3.0SI,2007-10-01,Bensín,184000,Sjálfskipting,1990000,11.756164383561643
BMW 1 118D,2012-08-01,Dísel,106000,Sjálfskipting,1990000,6.917808219178082
BMW 5 525XI,2006-05-01,Bensín,163000,Sjálfskipting,1990000,13.175342465753424
BMW 7 735I,2006-10-01,Bensín,115000,Sjálfskipting,1990000,12.756164383561643
BMW 7 730D,2006-12-01,Dísel,229000,Sjálfskipting,1990000,12.58904109589041
BMW 3 320D S/D E90,2008-01-01,Dísel,188000,Sjálfskipting,1990000,11.504109589041096
BMW 3 320D,2010-06-01,Dísel,232000,Sjálfskipting,1990000,9.087671232876712
BMW 320I 3 COUPE E90 E92,2008-01-01,Bensín,129000,Beinskipting,1990000,11.504109589041096
BMW X3,2005-06-01,Dísel,188000,Beinskipting,1990000,14.09041095890411
BMW 318D,2011-05-01,Dísel,265000,Sjálfskipting,1990000,8.172602739726027
CHEVROLET CAPTIVA,2013-01-01,Dísel,126000,Sjálfskipting,1990000,6.498630136986302
CHEVROLET CAMARO LT,1977-03-01,Bensín,80000,Sjálfskipting,1990000,42.36164383561644
CHEVROLET CAPTIVA,2013-02-01,Dísel,118000,Sjálfskipting,1990000,6.413698630136986
CHEVROLET CAPTIVA,2012-10-01,Dísel,107000,Sjálfskipting,1990000,6.750684931506849
CHEVROLET CAPTIVA,2014-06-01,Dísel,124000,Sjálfskipting,1990000,5.0849315068493155
CHEVROLET CAPTIVA LTZ,2015-05-01,Dísel,147000,Sjálfskipting,1990000,4.16986301369863
CHEVROLET CAPTIVA LUX,2010-12-01,Dísel,161000,Sjálfskipting,1990000,8.586301369863014
CHEVROLET CAPTIVA,2015-05-01,Dísel,147000,Sjálfskipting,1990000,4.16986301369863
CHEVROLET CAPTIVA LUX,2010-12-01,Dísel,155000,Sjálfskipting,1990000,8.586301369863014
CHEVROLET CRUZE,2013-10-01,Dísel,50000,Sjálfskipting,1990000,5.750684931506849
CITROEN C3 FEEL,2017-06-01,Bensín,47000,Sjálfskipting,1990000,2.0821917808219177
CITROEN C3 FEEL,2017-06-01,Bensín,49000,Sjálfskipting,1990000,2.0821917808219177
CITROEN C4 CACTUS SHINE,2017-03-01,Dísel,71000,Sjálfskipting,1990000,2.334246575342466
CITROEN C3 FEEL,2017-06-01,Bensín,48000,Sjálfskipting,1990000,2.0821917808219177
CITROEN BERLINGO MULTISPACE,2017-06-01,Dísel,58000,Sjálfskipting,1990000,2.0821917808219177
CITROEN C4 FEEL,2017-02-01,Dísel,79000,Sjálfskipting,1990000,2.410958904109589
CITROEN C3 FEEL,2017-06-01,Bensín,47000,Sjálfskipting,1990000,2.0821917808219177
CITROEN C4 CACTUS,2016-01-01,Bensín,44000,Sjálfskipting,1990000,3.4986301369863013
DACIA DUSTER,2017-06-01,Bensín,98000,Beinskipting,1990000,2.0821917808219177
DACIA DUSTER,2016-05-01,Dísel,83000,Beinskipting,1990000,3.1671232876712327
DACIA DUSTER,2016-06-01,Dísel,70000,Beinskipting,1990000,3.0821917808219177
DACIA DUSTER,2016-06-01,Dísel,91000,Beinskipting,1990000,3.0821917808219177
DACIA DUSTER,2016-04-01,Dísel,107000,Beinskipting,1990000,3.249315068493151
DACIA DUSTER,2016-11-01,Dísel,76000,Beinskipting,1990000,2.663013698630137
DACIA DUSTER,2016-04-01,Dísel,107000,Beinskipting,1990000,3.249315068493151
DODGE RAM 1500 5.7 HEMI,2007-10-01,Bensín,209000,Sjálfskipting,1990000,11.756164383561643
"DODGE CHARGER R/T 5,7 HEMI",2006-06-01,Bensín,83000,Sjálfskipting,1990000,13.09041095890411
DODGE RAM 1500 THUNDERROAD 4.7 HIGH OUTPUT,2006-06-01,Bensín,108000,Beinskipting,1990000,13.09041095890411
DODGE GRAND CARAVAN SXT,2014-06-01,Bensín,171000,Sjálfskipting,1990000,5.0849315068493155
FIAT 500L,2015-02-01,Bensín,59000,Beinskipting,1990000,4.413698630136986
FIAT 500 POP,2017-02-01,Bensín,21000,Sjálfskipting,1990000,2.410958904109589
FIAT 500 C CABRIO CONVERTIBLE,2017-01-01,Bensín,14000,Beinskipting,1990000,2.495890410958904
FORD FOCUS,2016-03-01,Bensín,74000,Sjálfskipting,1990000,3.334246575342466
FORD FOCUS,2017-04-01,Bensín,42600,Beinskipting,1990000,2.249315068493151
FORD MONDEO,2015-03-01,Dísel,97000,Sjálfskipting,1990000,4.336986301369863
FORD TRANSIT CUSTOM LIMITED EDITION L1 H1 2.2TDCI 155HO,2015-05-01,Dísel,113000,Beinskipting,1990000,4.16986301369863
FORD FOCUS,2016-05-01,Bensín,91000,Sjálfskipting,1990000,3.1671232876712327
FORD FOCUS,2017-04-01,Bensín,73000,Beinskipting,1990000,2.249315068493151
FORD FOCUS TREND EDITION,2016-05-01,Bensín,91000,Sjálfskipting,1990000,3.1671232876712327
FORD FOCUS TREND EDITION,2017-04-01,Bensín,72000,Beinskipting,1990000,2.249315068493151
FORD FOCUS,2017-03-01,Bensín,79000,Beinskipting,1990000,2.334246575342466
FORD FOCUS,2017-03-01,Bensín,72000,Beinskipting,1990000,2.334246575342466
FORD FOCUS,2016-05-01,Bensín,92000,Sjálfskipting,1990000,3.1671232876712327
FORD E350 ECONOLINE SUPER WAGON,1998-01-01,Dísel,264000,Sjálfskipting,1990000,21.50958904109589
FORD FOCUS,2017-04-01,Bensín,74000,Beinskipting,1990000,2.249315068493151
FORD KUGA TITANIUM 2WD,2012-07-01,Dísel,79900,Sjálfskipting,1990000,7.002739726027397
FORD F350 CREW,2004-01-01,Dísel,233000,Sjálfskipting,1990000,15.506849315068493
FORD KUGA,2012-12-01,Dísel,126000,Sjálfskipting,1990000,6.583561643835616
FORD F250,1978-01-01,Bensín,77000,Beinskipting,1990000,41.52328767123288
FORD TRANSIT CUSTOM,2014-07-01,Dísel,139000,Beinskipting,1990000,5.002739726027397
FORD FOCUS TITANIUM,2016-05-01,Bensín,81000,Sjálfskipting,1990000,3.1671232876712327
FORD KUGA,2012-07-01,Dísel,79000,Sjálfskipting,1990000,7.002739726027397
FORD FOCUS TREND EDITION,2017-04-01,Bensín,73000,Beinskipting,1990000,2.249315068493151
FORD MONDEO,2014-04-01,Dísel,150000,Sjálfskipting,1990000,5.252054794520548
FORD TRANSIT COURIER,2017-01-01,Dísel,9000,Beinskipting,1990000,2.495890410958904
FORD B-MAX,2013-07-01,Bensín,39000,Sjálfskipting,1990000,6.002739726027397
FORD FIESTA TREND,2017-02-01,Bensín,54000,Beinskipting,1990000,2.410958904109589
FORD FIESTA ECO BOOST 100HÖ,2017-01-01,Bensín,22000,Beinskipting,1990000,2.495890410958904
FORD TRANSIT,2012-10-01,Dísel,280000,Beinskipting,1990000,6.750684931506849
FORD TRANSIT 300M,2010-03-01,Dísel,130000,Beinskipting,1990000,9.33972602739726
"FORD.  7,3 POWER STROKE E350 ECONOLINE SUPER WAGON",1998-01-01,Dísel,264000,Sjálfskipting,1990000,21.50958904109589
GMC YUKON XL DENALI,2005-04-01,Bensín/Metan,136000,Sjálfskipting,1990000,14.257534246575343
HONDA ACCORD TOURER,2013-08-01,Bensín,79000,Sjálfskipting,1990000,5.917808219178082
HONDA CR-V LIFESTYLE,2011-05-01,Bensín,103000,Sjálfskipting,1990000,8.172602739726027
HONDA CR-V COMFORT,2012-09-01,Bensín,133000,Sjálfskipting,1990000,6.832876712328767
HONDA CR-V,2012-12-01,Bensín,121000,Sjálfskipting,1990000,6.583561643835616
HONDA JAZZ,2017-03-01,Bensín,27000,Sjálfskipting,1990000,2.334246575342466
HONDA CR-V COMFORT,2012-10-01,Bensín,137000,Sjálfskipting,1990000,6.750684931506849
HONDA JAZZ,2017-03-01,Bensín,27000,Sjálfskipting,1990000,2.334246575342466
HONDA JAZZ TREND,2016-08-01,Bensín,23000,Sjálfskipting,1990000,2.915068493150685
HONDA JAZZ TRENT,2017-04-01,Bensín,29000,Sjálfskipting,1990000,2.249315068493151
HONDA ACCORD LIFESTYLE,2013-07-01,Bensín,85000,Sjálfskipting,1990000,6.002739726027397
HONDA CIVIC 5DR,2016-02-01,Bensín,59000,Sjálfskipting,1990000,3.4136986301369863
HUMMER H2 LUXURY METAN,2006-01-01,Bensín,132000,Sjálfskipting,1990000,13.504109589041096
HYUNDAI I20 PREMIUM,2017-06-01,Dísel,19000,Beinskipting,1990000,2.0821917808219177
HYUNDAI I30 CLASSIC,2016-04-01,Dísel,64000,Beinskipting,1990000,3.249315068493151
HYUNDAI I30 CLASSIC,2017-07-01,Bensín,54000,Beinskipting,1990000,2
HYUNDAI I20 CLASSIC,2018-09-01,Bensín,2000,Beinskipting,1990000,0.8301369863013699
HYUNDAI I20,2018-02-01,Bensín,11000,Beinskipting,1990000,1.4109589041095891
HYUNDAI I30 CLASSIC,2015-01-01,Dísel,41000,Beinskipting,1990000,4.498630136986302
HYUNDAI IX35,2015-05-01,Dísel,136000,Sjálfskipting,1990000,4.16986301369863
HYUNDAI I20 COMFORT,2017-01-01,Bensín,29000,Sjálfskipting,1990000,2.495890410958904
HYUNDAI I20 CLASSIC,2018-02-01,Bensín,11000,Beinskipting,1990000,1.4109589041095891
HYUNDAI I30,2016-05-01,Dísel,67000,Beinskipting,1990000,3.1671232876712327
HYUNDAI I20,2018-05-01,Bensín,32000,Beinskipting,1990000,1.167123287671233
HYUNDAI I30 GL,2017-06-01,Bensín,57000,Beinskipting,1990000,2.0821917808219177
HYUNDAI I30 GL,2017-06-01,Bensín,57000,Beinskipting,1990000,2.0821917808219177
HYUNDAI IX35,2012-01-01,Bensín,82000,Sjálfskipting,1990000,7.501369863013698
HYUNDAI I30,2014-04-01,Bensín,68000,Beinskipting,1990000,5.252054794520548
HYUNDAI I30,2014-06-01,Dísel,70000,Beinskipting,1990000,5.0849315068493155
ISUZU D-MAX AT,2010-04-01,Dísel,159000,Sjálfskipting,1990000,9.254794520547945
JEEP GRAND CHEROKEE LAREDO,2009-01-01,Bensín,133000,Sjálfskipting,1990000,10.501369863013698
KIA PICANTO EX,2017-09-01,Bensín,13000,Sjálfskipting,1990000,1.83013698630137
KIA CEED LX,2016-03-01,Dísel,45000,Beinskipting,1990000,3.334246575342466
KIA SPORTAGE,2014-05-01,Dísel,157000,Sjálfskipting,1990000,5.16986301369863
KIA CEED EX,2015-10-01,Dísel,57000,Beinskipting,1990000,3.750684931506849
KIA RIO EX,2017-03-01,Dísel,60000,Beinskipting,1990000,2.334246575342466
KIA SOUL EX,2016-04-01,Dísel,58000,Sjálfskipting,1990000,3.249315068493151
KIA RIO EX,2017-03-01,Dísel,39000,Beinskipting,1990000,2.334246575342466
KIA CEED LX 1.4 NEW 2012,2015-04-01,Dísel,60000,Beinskipting,1990000,4.252054794520548
KIA RIO EX 1.4,2016-09-01,Dísel,63000,Beinskipting,1990000,2.83013698630137
KIA OPTIMA,2012-08-01,Dísel,105000,Sjálfskipting,1990000,6.917808219178082
KIA SPORTAGE,2013-12-01,Dísel,149000,Beinskipting,1990000,5.583561643835616
KIA RIO LX 1.4,2016-10-01,Dísel,24000,Beinskipting,1990000,2.747945205479452
KIA CEED,2016-05-01,Bensín,53000,Beinskipting,1990000,3.1671232876712327
LAND ROVER RANGE ROVER SPORT SUPERCHARGED,2007-04-01,Bensín,114000,Sjálfskipting,1990000,12.257534246575343
LAND ROVER DEFENDER,1999-06-01,Dísel,202000,Beinskipting,1990000,20.095890410958905
LAND ROVER DEFENDER 110,1999-06-01,Dísel,200000,Beinskipting,1990000,20.095890410958905
LAND ROVER RANGE ROVER SUPERCHARGED,2005-12-01,Bensín,218000,Sjálfskipting,1990000,13.58904109589041
LAND ROVER RANGE ROVER VOUGE,2005-02-01,Bensín,220000,Sjálfskipting,1990000,14.419178082191781
LAND ROVER RANGE ROVER SUPERCHARGED,2005-07-01,Bensín,219000,Sjálfskipting,1990000,14.008219178082191
LAND ROVER RANGE ROVER HSE,2005-01-01,Bensín,200000,Sjálfskipting,1990000,14.504109589041096
LAND ROVER RANGE ROVER VOUGE,2002-07-01,Bensín,178000,Sjálfskipting,1990000,17.01095890410959
LAND ROVER RANGE ROVER SPORT HSE,2006-01-01,Bensín,200000,Sjálfskipting,1990000,13.504109589041096
LEXUS RX 300,2005-10-01,Bensín,140000,Sjálfskipting,1990000,13.756164383561643
LEXUS CT200H,2011-03-01,Bensín/Rafmagn,139000,Sjálfskipting,1990000,8.33972602739726
LEXUS GS 430,2005-09-01,Bensín,141000,Sjálfskipting,1990000,13.838356164383562
LEXUS RX 350,2006-05-01,Bensín,130000,Sjálfskipting,1990000,13.175342465753424
LEXUS IS 250,2008-09-01,Bensín,109000,Sjálfskipting,1990000,10.835616438356164
MERCEDES-BENZ B 180 CDI,2012-06-01,Dísel,73000,Sjálfskipting,1990000,7.0849315068493155
MERCEDES-BENZ ML 320 CDI,2006-10-01,Dísel,163000,Sjálfskipting,1990000,12.756164383561643
MERCEDES-BENZ C 220 CDI,2010-10-01,Dísel,260000,Sjálfskipting,1990000,8.753424657534246
MERCEDES-BENZ C 220 CDI,2010-10-01,Dísel,270000,Sjálfskipting,1990000,8.753424657534246
MERCEDES-BENZ E 200 NGT,2010-08-01,Bensín/Metan,103000,Sjálfskipting,1990000,8.92054794520548
MERCEDES-BENZ 413 CDI,2005-07-01,Dísel,320000,Sjálfskipting,1990000,14.008219178082191
MERCEDES-BENZ E 200 CDI AVANTGARDE,2011-05-01,Dísel,211000,Sjálfskipting,1990000,8.172602739726027
MERCEDES-BENZ SPRINTER 318 CDI,2006-11-01,Dísel,245000,Sjálfskipting,1990000,12.67123287671233
MAZDA 2 OPTIMUM,2016-04-01,Bensín,28000,Beinskipting,1990000,3.249315068493151
MAZDA CX-5 VISION,2015-06-01,Dísel,144000,Sjálfskipting,1990000,4.0849315068493155
MAZDA 6,2013-08-01,Bensín,110000,Sjálfskipting,1990000,5.917808219178082
MERCEDES-BENZ ML 350,2006-04-01,Bensín,180000,Sjálfskipting,1990000,13.257534246575343
MERCEDES-BENZ C 180 CGI,2011-03-01,Bensín,105000,Beinskipting,1990000,8.33972602739726
MERCEDES-BENZ C 55 AMG,2005-07-01,Bensín,156000,Sjálfskipting,1990000,14.008219178082191
MERCEDES-BENZ E 200 NGT,2010-08-01,Bensín/Metan,104000,Sjálfskipting,1990000,8.92054794520548
MERCEDES-BENZ 709D M/ KRANA,1990-08-01,Dísel,277000,Beinskipting,1990000,28.934246575342467
MERCEDES-BENZ 420 SE,1988-07-01,Bensín,96000,Sjálfskipting,1990000,31.019178082191782
MERCEDES-BENZ E 200 NGT,2010-08-01,Bensín/Metan,113000,Sjálfskipting,1990000,8.92054794520548
MERCEDES-BENZ SPRINTER,2011-03-01,Dísel,207000,Beinskipting,1990000,8.33972602739726
MERCEDES-BENZ VITO,2013-06-01,Dísel,145000,Beinskipting,1990000,6.0849315068493155
MERCEDES-BENZ C 200 KOMPRESSOR,2008-01-01,Bensín,130000,Sjálfskipting,1990000,11.504109589041096
MERCEDES-BENZ ML 350,2008-01-01,Bensín,242000,Sjálfskipting,1990000,11.504109589041096
MERCEDES-BENZ SPRINTER 318 CDI,2006-11-01,Dísel,256000,Sjálfskipting,1990000,12.67123287671233
MITSUBISHI PAJERO INSTYLE,2008-04-01,Dísel,204000,Sjálfskipting,1990000,11.254794520547945
MITSUBISHI PAJERO INSTYLE,2007-11-01,Dísel,185000,Sjálfskipting,1990000,11.67123287671233
NISSAN NV200,2017-01-01,Dísel,24000,Beinskipting,1990000,2.495890410958904
NISSAN LEAF ACENTA NORDIC 24 KW,2015-01-01,Rafmagn,63000,Sjálfskipting,1990000,4.498630136986302
NISSAN QASHQAI,2016-01-01,Dísel,102000,Beinskipting,1990000,3.4986301369863013
NISSAN QASHQAI+2,2012-07-01,Bensín,116000,Sjálfskipting,1990000,7.002739726027397
NISSAN LEAF TEKNA BOSE LEÐUR,2014-04-01,Rafmagn,75000,Sjálfskipting,1990000,5.252054794520548
NISSAN 350Z,2007-08-01,Bensín,103000,Sjálfskipting,1990000,11.923287671232877
NISSAN MICRA ACENTA,2017-05-01,Bensín,61000,Beinskipting,1990000,2.1671232876712327
NISSAN NV200,2017-01-01,Dísel,21000,Beinskipting,1990000,2.495890410958904
NISSAN PATROL GR,2001-07-01,Dísel,249000,Sjálfskipting,1990000,18.01095890410959
NISSAN PULSAR,2016-04-01,Bensín,45000,Beinskipting,1990000,3.249315068493151
NISSAN MICRA,2017-04-01,Dísel,25000,Beinskipting,1990000,2.249315068493151
NISSAN QASHQAI+2,2012-07-01,Bensín,103000,Sjálfskipting,1990000,7.002739726027397
NISSAN PULSAR VISIA,2016-07-01,Dísel,56000,Beinskipting,1990000,3
NISSAN 350Z,2004-01-01,Bensín,130000,Sjálfskipting,1990000,15.506849315068493
NISSAN PULSAR TEKNA,2015-06-01,Dísel,34000,Beinskipting,1990000,4.0849315068493155
NISSAN JUKE,2013-09-01,Dísel,66000,Beinskipting,1990000,5.832876712328767
NISSAN NOTE,2017-05-01,Dísel,17000,Beinskipting,1990000,2.1671232876712327
NISSAN QASHQAI+2,2011-06-01,Bensín,140000,Sjálfskipting,1990000,8.087671232876712
NISSAN PULSAR TEKNA,2016-03-01,Dísel,74000,Beinskipting,1990000,3.334246575342466
NISSAN QASHQAI,2013-06-01,Bensín,147000,Sjálfskipting,1990000,6.0849315068493155
NISSAN NV200,2015-01-01,Dísel,115000,Beinskipting,1990000,4.498630136986302
OPEL CORSA-E,2017-07-01,Bensín,15000,Sjálfskipting,1990000,2
OPEL INSIGNIA SPORTS TOURER SW,2012-08-01,Dísel,105000,Sjálfskipting,1990000,6.917808219178082
OPEL MOKKA,2015-08-01,Bensín,95000,Sjálfskipting,1990000,3.9178082191780823
OPEL VIVARO-B 2900 NEW,2014-12-01,Dísel,94000,Beinskipting,1990000,4.583561643835616
OPEL ASTRA,2017-06-01,Bensín,60000,Beinskipting,1990000,2.0821917808219177
PEUGEOT 308 STYLE,2016-06-01,Dísel,59000,Sjálfskipting,1990000,3.0821917808219177
